MIN;AVG;MAX
4;60;148
26;62;126
41;63;110
44;62;91
41;61;149
50;61;80
48;61;84
51;61;77
52;61;77
46;61;106
49;61;79
43;61;94
46;61;83
17;61;147
48;61;84
32;63;124
39;62;121
47;61;100
51;61;72
19;63;116
44;61;92
33;60;82
40;61;99
5;64;161
50;61;76
32;63;186
26;61;98
34;66;203
37;61;103
