MIN;AVG;MAX
13;60;93
52;60;74
52;60;71
46;60;86
53;61;80
50;60;73
51;60;72
51;60;71
52;60;70
53;60;69
51;60;84
53;60;70
53;60;76
52;60;71
45;60;88
53;60;69
53;60;68
50;60;74
53;60;66
53;60;71
53;60;70
53;60;71
52;60;72
53;60;70
51;60;74
53;60;67
54;60;71
54;60;67
47;60;70
53;60;70
48;60;72
