MIN;AVG;MAX
20;61;118
51;60;73
17;60;89
52;60;69
54;60;65
48;60;70
14;59;67
52;60;66
54;60;65
53;60;67
54;60;66
53;60;72
54;60;70
51;60;71
49;60;70
52;60;70
53;60;69
54;60;75
53;60;70
52;60;71
52;60;65
53;60;67
53;60;68
53;60;69
48;60;74
53;60;66
52;60;70
47;60;76
54;60;67
51;60;72
53;60;72
55;60;68
44;61;98
