MIN;AVG;MAX
20;60;109
48;61;82
46;61;85
48;61;85
47;61;76
47;61;76
47;61;76
47;61;77
47;61;74
46;61;81
46;61;76
50;61;81
31;62;166
45;62;106
41;62;105
44;62;90
