MIN;AVG;MAX
16;59;78
53;60;76
50;60;73
52;60;73
47;61;80
52;60;81
51;60;74
47;61;102
52;60;71
53;60;77
46;61;90
51;60;69
53;60;75
51;60;69
52;60;69
52;60;70
53;60;76
53;60;75
48;60;70
48;61;89
