MIN;AVG;MAX
30;60;70
55;60;68
51;60;73
53;60;70
52;60;67
53;60;67
53;60;67
51;60;73
52;60;71
18;60;74
45;61;82
52;60;70
52;60;71
53;60;70
3;60;83
